11355.98242,11483.35938,11347.57813,11483.35938
11495.03809,11799.09277,11408.29004,11742.03711
11745.97461,11999.91797,11681.48047,11916.33496
11913.07715,13184.56641,11900.92871,12823.68945
12801.63574,13161.59375,12717.09375,12965.8916
12971.54883,13015.96191,12752.64746,12931.53906
12931.57422,13145.06641,12885.74707,13108.0625
13108.06348,13329.18359,12910.06152,13031.17383
13031.20117,13225.29785,12822.38281,13075.24805
13075.24219,13759.66895,13060.83789,13654.21875
13654.21484,13837.69531,12932.25098,13271.28516
13271.29883,13612.04785,12980.05957,13437.88281
13437.87402,13651.5166,13136.19824,13546.52246
13546.53223,14028.21387,13457.53027,13780.99512
13780.99512,13862.0332,13628.37793,13737.10938
13737.03223,13808.32324,13243.16016,13550.48926
13550.45117,13984.98145,13325.44141,13950.30078
13950.48828,14218.7666,13580.47168,14133.70703
14133.7334,15706.4043,14102.08887,15579.84863
15579.72949,15903.4375,15226.83984,15565.88086
15565.88086,15737.0957,14423.20313,14833.75391
14833.75391,15637.32031,14744.11035,15479.56738
15479.5957,15785.13672,14865.5293,15332.31543
15332.35059,15450.3291,15124.95996,15290.90234
15290.90918,15916.26074,15290.00684,15701.33984
15701.29883,16305.00391,15534.77148,16276.34375
16276.44043,16463.17773,15992.15234,16317.80859
16317.80859,16317.80859,15749.19336,16068.13867
16068.13965,16123.11035,15793.53418,15955.58789
15955.57715,16816.18164,15880.70606,16716.11133
16685.69141,17782.91992,16564.54492,17645.40625
17645.19141,18393.94922,17352.90625,17804.00586
17803.86133,18119.54688,17382.55469,17817.08984
17817.08398,18773.22656,17765.79492,18621.31445
18621.31641,18936.62109,18444.35938,18642.23242
18642.23242,18688.96875,17671.38477,18370.00195
18370.01758,18711.42578,18000.79688,18364.12109
18365.01563,19348.27148,18128.65625,19107.46484
19104.41016,19390.96484,18581.14648,18732.12109
18729.83984,18866.28516,16351.03516,17150.62305
17153.91406,17445.02344,16526.42383,17108.40234
17112.93359,17853.93945,16910.65234,17717.41406
17719.63477,18283.62891,17559.11719,18177.48438
18178.32227,19749.26367,18178.32227,19625.83594
19633.76953,19845.97461,18321.92188,18802.99805
18801.74414,19308.33008,18347.71875,19201.0918
19205.92578,19566.19141,18925.78516,19445.39844
19446.9668,19511.4043,18697.19336,18699.76563
18698.38477,19160.44922,18590.19336,19154.23047
19154.17969,19390.5,18897.89453,19345.12109
19343.12891,19411.82813,18931.14258,19191.63086
19191.5293,19283.47852,18269.94531,18321.14453
18320.88477,18626.29297,17935.54688,18553.91602
18553.29883,18553.29883,17957.06445,18264.99219
18263.92969,18268.45313,17619.5332,18058.9043
18051.32031,18919.55078,18046.04102,18803.65625
18806.76563,19381.53516,18734.33203,19142.38281
19144.49219,19305.09961,19012.70898,19246.64453
19246.91992,19525.00781,19079.8418,19417.07617
19418.81836,21458.9082,19298.31641,21310.59766
21308.35156,23642.66016,21234.67578,22805.16211
22806.79688,23238.60156,22399.8125,23137.96094
23132.86523,24085.85547,22826.47266,23869.83203
23861.76563,24209.66016,23147.71094,23477.29492
23474.45508,24059.98242,22159.36719,22803.08203
22794.03906,23789.90234,22430.60547,23783.0293
23781.97461,24024.49023,22802.64648,23241.3457
23240.20313,23768.33789,22777.59766,23735.94922
23733.57031,24710.10156,23463.67383,24664.79102
24677.01563,26718.07031,24522.68945,26437.03711
26439.37305,28288.83984,25922.76953,26272.29492
26280.82227,27389.11133,26207.64063,27084.80859
27081.81055,27370.7207,25987.29883,27362.4375
27360.08984,28937.74023,27360.08984,28840.95313
28841.57422,29244.87695,28201.99219,29001.7207
28994.00977,29600.62695,28803.58594,29374.15234
29376.45508,33155.11719,29091.18164,32127.26758
32129.4082,34608.55859,32052.31641,32782.02344
32810.94922,33440.21875,28722.75586,31971.91406
31977.04102,34437.58984,30221.1875,33992.42969
34013.61328,36879.69922,33514.03516,36824.36328
36833.875,40180.36719,36491.19141,39371.04297
39381.76563,41946.73828,36838.63672,40797.60938
40788.64063,41436.35156,38980.875,40254.54688
40254.21875,41420.19141,35984.62891,38356.44141
38346.53125,38346.53125,30549.59961,35566.65625
35516.35938,36568.52734,32697.97656,33922.96094
33915.12109,37599.96094,32584.66797,37316.35938
37325.10938,39966.40625,36868.5625,39187.32813
39156.70703,39577.71094,34659.58984,36825.36719
36821.64844,37864.36719,35633.55469,36178.14063
36163.64844,36722.35156,34069.32031,35791.27734
35792.23828,37299.28516,34883.84375,36630.07422
36642.23438,37755.89063,36069.80469,36069.80469
36050.11328,36378.32813,33570.47656,35547.75
35549.39844,35552.67969,30250.75,30825.69922
30817.625,33811.85156,28953.37305,33005.76172
32985.75781,33360.97656,31493.16016,32067.64258
32064.37695,32944.00781,31106.68555,32289.37891
32285.79883,34802.74219,32087.78711,32366.39258
32358.61328,32794.55078,31030.26563,32569.84961
32564.0293,32564.0293,29367.13867,30432.54688
30441.04102,31891.30078,30023.20703,31649.60547
34318.67188,38406.26172,32064.81445,34316.38672
34295.93359,34834.70703,32940.1875,34269.52344
34270.87891,34288.33203,32270.17578,33114.35938
33114.57813,34638.21484,32384.22852,33537.17578
33533.19922,35896.88281,33489.21875,35510.28906
35510.82031,37480.1875,35443.98438,37472.08984
37475.10547,38592.17578,36317.5,36926.06641
36931.54688,38225.90625,36658.76172,38144.30859
38138.38672,40846.54688,38138.38672,39266.01172
39250.19141,39621.83594,37446.15234,38903.44141
38886.82813,46203.92969,38076.32422,46196.46484
46184.99219,48003.72266,45166.96094,46481.10547
46469.76172,47145.56641,43881.15234,44918.18359
44898.71094,48463.46875,44187.76172,47909.33203
47877.03516,48745.73438,46424.97656,47504.85156
47491.20313,48047.74609,46392.28125,47105.51563
